Brand,Name,Description,Category,Subcategory,Availability,Review notes
Black Phoenix,Devil's Claw,"A yellow-bright and smoky brown-black scent, horned, pronged and strange. From reviews: vetiver, black myrrh, smoke, leather",Rappaccini's Garden,na,Keeping,0
Deconstructing Eden,Dominate,"Skin laid bare, the kiss of leather whips, blood red dragon's blood, sharp juniper berries, petitgrain, opulent tobacco leaves, Peruvian clove leaf, a touch of Tahitian vanilla and Peru balsam.",Love,Dark Series,Keeping,0
Black Phoenix,Dorian,"A Victorian fougere with three pale musks and dark, sugared vanilla tea",Sin & Salvation,na,Keeping,0
Black Phoenix,Dorian,"A Victorian fougere with three pale musks and dark, sugared vanilla tea",na,na,Keeping,0
Black Phoenix,El Dia De Reyes,"Hot cocoa with cinnamon, coffee, and brown sugar.",Yule,2007,Keeping,0
Black Phoenix,Eve,"The Irish moss, yarrow, and hawthorn of the Iron Age Britons, ancient Rome’s omphacium and honey, myrrh and calamus from Egypt, the frankincense and damask roses of the Florentine Renaissance, white sandalwood from the Far East, Moroccan saffron and rose water, and a swirl of incense",Only Lovers Left Alive,Character Scents,Keeping,0
Black Phoenix,Faun,"Scattered leaves, fir needle, and thick honey musk.",Lupercalia,The Devil's Lovers 2017,Keeping,It takes a few minutes but this becomes DELICIOUS
Black Phoenix,Faun,"Scattered leaves, fir needle, and thick honey musk.",Lupercalia,The Devil's Lovers 2017,Keeping,It takes a few minutes but this becomes DELICIOUS
Black Phoenix,Funnel of Love,"17-year aged black patchouli, champaka flower, cardamom bud, green coriander, Haitian vetiver, red vegetal musk, black pepper, night-blooming jasmine, and leather",Only Lovers Left Alive,Soundtrack,Keeping,0
Black Phoenix,Gelt,Dry cocoa and golden amber!,Yule,2017,Keeping,0
Black Phoenix,Hesiod's Phoenix,"Golden amber, bourbon vanilla, and sweet oudh",Anniversary,2013,Keeping,0
Black Phoenix,Hope and Fear Set Free,Bourbon vanilla and 10-year aged frankincense.,Garden of Prosperine,na,Keeping,0
Black Phoenix,How Doth the Little Crocodile,"Chocolate peppermint, mint-soaked vanilla, pistachio, oakmoss, and green cedar.",Mad Tea Party,Moral Hymnody and Nonsense,Keeping,0
Black Phoenix,How Doth the Little Crocodile,"Chocolate peppermint, mint-soaked vanilla, pistachio, oakmoss, and green cedar.",Mad Tea Party,Moral Hymnody and Nonsense,Keeping,0
Goest,Jackal,"Sweet Smoke, Dirt, Bitter Chocolate -- Jackal opens with the scent of dry, powdered chocolate tempered with a hint of beckoning, mouthwatering vanilla. As it settles into the skin, the most darkly charismatic side of patchouli appears, cloaked in a multifaceted, sensual smokiness of many associations: the sweet, swooning scent of toasted tobacco - the bitter, magnetic smell of money - faraway fires in the woods.",na,na,Keeping,0
Black Phoenix,Jareth,"Ethereal lilac fougere and gleaming leather with ti leaf, tonka absolute, white musk, and oudh.",Labyrinth,na,Keeping,0
Black Phoenix,Krampus 2007,"Sinister red musk, black leather, dusty rags, and wooden switches. ",Yule,2007,Keeping,0
Black Phoenix,Krampus 2017,"Sinister red musk, black leather, dusty rags, and wooden switches.",Yule,2017,Keeping,
Black Phoenix,London (fka Old London),"Venerable Victorian Tea Rose twisted, blackened and emboldened with wickedness.",Wanderlust,na,Keeping,0
Black Phoenix,Loviatar,"slap of slick, hot leather punctuates the warm, sensual embrace of black amber, red musk and dark, lascivious myrrh.",Excolo,na,Keeping,0
Black Phoenix,Luperci,"Raw, down and dirty patchouli, Gurjam balsam, and essence of Sampson Root sweetened with the heightened sexuality of beeswax, virile juniper, oakmoss, ambrette seed over honey and East African musk.",Lupercalia,2017,Keeping,This is amazing. Like Small Brown Cat played in the dirt.
Black Phoenix,Mirror of the Famous Generals of Japan,"Leather, black pepper, cassis, khus, and black amber.",Lupercalia,Shungas 2018,Keeping,"The closest thing I've smelled to Loviatar, though it is much more subtle and fades a lot faster"
Black Phoenix,Mirror of the Famous Generals of Japan,"Leather, black pepper, cassis, khus, and black amber.",Lupercalia,Shungas 2018,Keeping,"The closest thing I've smelled to Loviatar, though it is much more subtle and fades a lot faster"
Black Phoenix,Morocco (fka Old Morocco),"Arabian spices wind through a blend of warm musk, carnation, red sandalwood and cassia.",Wanderlust,na,Keeping,0
Black Phoenix,Mother Shub's Spiced Lait de Chèvre,Goat's milk egg nog with coffee liqueur and spices imported from the Crimson Desert,Yule,Miskatonic Valley Yule Faire 2009,Keeping,0
Black Phoenix,My Baby & a Baby Goat,"Fuzzy baby goat musk, goat’s milk accord, wild rice flower, and a little bit of farmer’s market honey.",Lilith,2015,Keeping,0
Black Phoenix,O,Amber and honey with a touch of vanilla,Ars Amatoria,na,Keeping,0
Black Phoenix,O,Amber and honey with a touch of vanilla,Ars Amatoria,na,Keeping,0
Black Phoenix,O,Amber and honey with a touch of vanilla,Ars Amatoria,na,Keeping,0
Black Phoenix,O,Amber and honey with a touch of vanilla,Ars Amatoria,na,Keeping,0
Black Phoenix,The Pleasure of Aristocratic Women,"Honeyed amber, teakwood, almond, and coconut.",Lupercalia,Shungas 2018,Keeping,Maybe want a bottle?
Black Phoenix,Pleasures of the Imagination I,"Black amber, leather, and myrrh.",Lupercalia,Pleasures of the Imagination 2017,Keeping,"Good summer leather scent. Like a deeper, more complex Demeter Riding Crop."
Black Phoenix,Psychodynamic Discharge,"Black leather and red musk with aged black patchouli, Chinese rose, black pepper, coconut meat, Haitian vetiver, and igneous red ginger.",Yule,Evening with the Spirits 2017,Keeping,Bottle: nearly crumpled weak legged from the gorgeous leather; 10 minutes on: reminding me of a tropical Snake Skin variant; Goes into something more vegetal/spicy for a little while; Dries down to soft Snake Skin-esque scent
Black Phoenix,The Red Rider,"Red leather, red moss, and balsam",Märchen,Vasilissa the Beautiful,Keeping,0
Black Phoenix,Rise! And Walk With Me,Sweet snow and a wisp of peppermint.,Yule,First of the Three Spirits 2016,Keeping,0
Black Phoenix,Rumpelstilzchen,"Firewood and ash with an oddly otherworldly blend of patchouli, cardamom, nutmeg, black pepper, tonka, vetiver, and myrrh.",Märchen,Rumpelstilzchen,Keeping,0
Black Phoenix,Sachs,"Roman chamomile, bourbon vanilla, and smoky vanilla bean.",Hero Initiative,Sachs & Violens,Keeping,0
Black Phoenix,Satyr,"A ferociously masculine scent: sexual, vigorous, and truly wild. -- Reviews: civet, clove, vanilla",Ars Amatoria,na,Keeping,0
Goest,Silent Films,"Vetiver, Vanilla, Leather, Smoke -- Silent Films opens with an aromatic burst of old-world lavender and mint, and settles to reveal a hypnotic and cool heart of vanilla and black spicy earth; before the night is gone, it gives way to a smoldering, powdery, and purely addictive drydown of seductive leathers, musks, and smoke.",na,na,Keeping,0
Black Phoenix,The Small Brown Cat,"Warm brown fur, cardamom-infused bourbon vanilla, and a touch of cedarwood.",Neil Gaiman,American Gods III,Keeping,0
Black Phoenix,Snake Oil,A blend of exotic Indonesian oils sugared with vanilla.,Ars Amatoria,na,Keeping,0
Black Phoenix,Snake Skin,A sinuous leather variant of BPAL’s Snake Oil,Lupercalia,2017,Keeping,0
Black Phoenix,The Snow Storm,"Winter aconite, balsam fir, cedar leaf, and white mint.",Yule,2007,Keeping,This smells a lot like a fresh Yule tree
Black Phoenix,Spider Witch,"7-year aged patchouli, red musk, and bourbon vanilla with sweet oudh, hazelnut, amber chypre, leather.",Lilith,2016,Keeping,0
Black Phoenix,Temple of Dreams (III),"Rosemary, lemon, creamy citrus and sharp herbs",Somnium,na,Keeping,0
Black Phoenix,Tezcatlipoca,"Deep cocoa laced with patchouli, leather armor, ritual incense, and a touch of Xochiquetzal s flowers. ",Excolo,na,Keeping,0
Black Phoenix,Tezcatlipoca,"Deep cocoa laced with patchouli, leather armor, ritual incense, and a touch of Xochiquetzal s flowers. ",Excolo,na,Keeping,This fills in the gaping hole of Loviatar's discontinuation for me.
Black Phoenix,Theoi Nomioi,"(National Park Service) - The Theoi Nomioi are the gods and spirits of the wild: the countryside, the pastures, the forests. Under their auspices, untamed nature thrives, the beasts of the wild feast and multiply, the mountains reach to the heavens with their stony, snow-capped fingers, and the forests grow thick and dark with mystery.",Activism,2017,Keeping,0
Black Phoenix,Umbra,"East African black patchouli, cedarwood, vetiver and a dribble of cinnamon",Bewitching Brews,na,Keeping,0
Black Phoenix,Unicorn and Ram,"Wooly musk, soft leather, cashmere, cardamom, and leather oudh.",Art of the Unicorn,na,Keeping,0
Black Phoenix,Velvet,gentle sandalwood warmed by cocoa vanilla and a veil of deep myrrh,Bewitching Brews,na,Keeping,0
Black Phoenix,Velvet,gentle sandalwood warmed by cocoa vanilla and a veil of deep myrrh,Bewitching Brews,na,Keeping,0
Black Phoenix,Velvet,gentle sandalwood warmed by cocoa vanilla and a veil of deep myrrh,Bewitching Brews,na,Keeping,0
Black Phoenix,A Very Grievous Murraine,"Brown musk, myrrh, and sun-baked leather afflicted by splotches of saffron and red musk.",Plagues of Egypt,na,Keeping,0
Black Phoenix,Wednesday’s Child Is Full Of Woe,"Sugared clove and vanilla patchouli with cacao, dried Avignon rose petals, and a bit of black cherry.",Fatherhood,2017,Keeping,"Wet: the first BPAL clove note that actually smells like I expect. This dries down without any surprises and is a lovely warm thing, reminiscent of smoking Djarum blacks in the dark on a warm summer night."
Black Phoenix,Whip,black leather and damp red rose.,Ars Amatoria,na,Keeping,0
Black Phoenix,Wilde,"A sophisticated traditional gentleman's cologne, with just the slightest taint of patchouli's passion, tonka bean's decadence, the philanthropy of bergamot, moss' cynicism, the sharp wit of lavender, and the hopeless romantic longing of jasmine and thyme",Bewitching Brews,na,Keeping,This is really clean and yummy.
Black Phoenix,2011: Pottery Phoenix,"Soft brown sandalwood, galbanum, and myrrh",Anniversary,2017,To trade or sell,Wet: meh. More perfumey than I normally go for. Dries down sweeter and more incensey/perfumey than ideal
Black Phoenix,2017: Crystal Phoenix,"An earthy scent, with deep, deep roots, bringing stability and security in tumultuous times: 15-year aged patchouli, bourbon vanilla, oakmoss, Himalayan cedar, tobacco leaf, birch tar, tonka bean, and leather accord.",Anniversary,2017,To trade or sell,Tobacco... :-(
Black Phoenix,Absinthe,"Wormwood essence, light mints, cardamom, anise, hyssop, and the barest hint of lemon",Bewitching Brews,na,To trade or sell,0
Black Phoenix,Absinthe,"Wormwood essence, light mints, cardamom, anise, hyssop, and the barest hint of lemon",Bewitching Brews,na,To trade or sell,0
Deconstructing Eden,Alais,"Alais is mahogany wood for the darkness of her hair, clean, white musks, tolu balsam, violet leaf absolute, violets for her eyes, and lush moss.",Kushiel's Legacy,Characters,To trade or sell,0
Black Phoenix,Alice,"Milk and honey with rose, carnation and bergamot.",Mad Tea Party,na,To trade or sell,Wet: cough syrup. Quickly: floral starts coming out too much for me to like
Black Phoenix,All-Father,"Oak leaves and ash, honey mead, wolf musk, a flutter of black feathers, and bronze fennel.",Neil Gaiman,American Gods III,To trade or sell,"Not terrible. There is a cleanness to it that is very nice. But, something else in it that gives me a bit of a headache."
Black Phoenix,Athens,"A reformulation and modernization of a true Classical Greek perfume, myrrhine: voluptuous myrrh, golden honey, red wine, and sweet flowers.",Wanderlust,na,To trade or sell,"A little too floral for my tastes, though it never does really beat you over the head with flowers"
Black Phoenix,La Bella Donna Della Mia Mente,"Soft, lush myrtle and dry, sweet melilot with wild rose, pomegranate juice and peach blossom against a background of deep aquatic notes and a twirl of melancholy autumn breezes",Bewitching Brews,na,To trade or sell,0
Black Phoenix,Black Lily,"Breathtaking darkness, a vision of grace in shadow. --- Reviews: lily, cream",Rappaccini's Garden,na,To trade or sell,0
Black Phoenix,Bordello,"Bawdy plum with amaretto, burgundy wine and black currant",Ars Amatoria,na,To trade or sell,0
Black Phoenix,Bordello,"Bawdy plum with amaretto, burgundy wine and black currant",Ars Amatoria,na,To trade or sell,0
Black Phoenix,Christougenniatiko Dentrophobia,"Fear of Christmas trees: Ghastly misshapen branches casting long, twisted shadows and clutching at you with prickly needle-like fingers: pine pitch, bone-white dried fir, and spruce tar with opoponax and blackened tobacco.",Yule,Phobias,To trade or sell,"Delicious at first, but my skin turns it into something that gives me a headache after about 20 minutes. I think opoponax may not agree with me? "
Black Phoenix,Come to Me,"A phenomenally powerful attractant. Sexual and commanding in the extreme. --- Reviews: herbal, soap, clean, ginger",Conjure Bag,na,To trade or sell,"Nice, inoffensive, clean smell. Wouldn't normally wear, but will keep an imp around for ""uses"" unless someone really wants it"
Black Phoenix,Coyote,"The warmth of doeskin, dry plains grasses and soft, dusty woods warmed by amber and a downy, gentle coat of deep musk.",Excolo,na,To trade or sell,"Immediately: something like cough syrup. Then some grassy vegetal stuff starts emerging. 14:10: cinnamon? This is very soft and almost sweet. 26:55: too sweet, with something a tad too perfumey underneath; 53:38: I'm going to have to wash it off."
Black Phoenix,Cthulhu,"A creeping, wet, slithering scent, dripping with seaweed, oceanic plants and dark, unfathomable waters.",A Picnic in Arkham,na,To trade or sell,0
Black Phoenix,Cuchulain's Fight with the Sea,"Grief and rage battering upon the waves: salt-crusted clove stem, flayed kelp, juniper, and white patchouli.",Bards of Ireland,2015,To trade or sell,"Makes me sad to not love this, but it's too cool and watery for me"
Black Phoenix,Czernobog,"A combination of three musks, with splashes of dark myrrh, vetiver and mullein.",Excolo,na,To trade or sell,0
Black Phoenix,Dalliances by Candlelight,"Beeswax, white patchouli, and honey.",Lupercalia,Shungas 2018,To trade or sell,Just a little too sweet; dries down just a hair too incensy
Black Phoenix,Darkness,Blackest opium and narcissus deepened by myrrh,Ars Moriendi,na,To trade or sell,AUGH the floral
Black Phoenix,The Deep Ones,"Black algae, drooping seaweed, salty brine, and crushed coral.",A Picnic in Arkham,na,To trade or sell,0
Black Phoenix,Defututa,"Olive blossom, honey, smoky vanilla, cinnamon, jasmine, sandalwood, and champaca flower.",Ars Amatoria,na,To trade or sell,OMG the floral
Black Phoenix,Defututa,"Olive blossom, honey, smoky vanilla, cinnamon, jasmine, sandalwood, and champaca flower.",Ars Amatoria,na,To trade or sell,OMG the floral
Black Phoenix,Delight,"Frangipani, with rose, tuberose, and jasmine.",Ars Amatoria,na,To trade or sell,OMG the floral
Black Phoenix,Delight,"Frangipani, with rose, tuberose, and jasmine.",Ars Amatoria,na,To trade or sell,OMG the floral
Black Phoenix,Destroying Angel,"One of the deadliest mushrooms to ever pop through Gaia’s soil. Papery white notes evoke the grace of this fungi, grounded by thin, crisp soil.",Rappaccini's Garden,na,To trade or sell,Surprise floral.
Black Phoenix,Détritus Humain,"Sweet red vetiver, 13-year aged patchouli, mahogany oudh, and shadow musk.",Lupercalia,The Devil's Lovers 2017,To trade or sell,0
Black Phoenix,Diwali,"Lotus root, mango, tamarind, cardamom, clove, almond milk, cashew, rice flower, coconut, supari, raisins, and incense crafted from aloeswood, red sandalwood, cedar, and spikenard.",Yule,2007,To trade or sell,0
Black Phoenix,Druid,"A woolen robe infused with the scent of a vast, primordial forest: ancient trees, fertile soil, wild herbs, spring grasses, and burgundy pitch incense.",RPG Series,Classes,To trade or sell,Somehow fruitier than expected. 
Black Phoenix,Eclipse,"bitter almond, vanilla, frankincense and heliotrope, with a drop of cinnamon",Bewitching Brews,na,To trade or sell,0
Black Phoenix,Envy,"Green herbs slithering through mint, lime and lavender",Sin & Salvation,na,To trade or sell,0
Black Phoenix,Fire For Thy Stepmother's Daughters,"Flaming coals, hellfire, and blackened bone.",Märchen,Vasilissa the Beautiful,to trade or sell,Expected this to smell dark; instead smells like flowers somehow.... wtf?
Deconstructing Eden,First Blush,"Pink Freesias, sugared white violet petals, pale pink roses, pink lady apples, white lilies, bergamot, lily of the valley, pink mimosa and white musk.",Love,Light Series,To trade or sell,Floral
Black Phoenix,Florence,"Elegant iris, bright berries, gilded amber and velvety spices",Wanderlust,na,To trade or sell,0
Black Phoenix,Forbidden Fruit,"fresh scent of lotus hidden behind lightly scented flowers, amber, and citrus",Ars Amatoria,na,To trade or sell,0
Black Phoenix,From You I Have Been Absent In The Spring,"White lilies, vermillion roses, vanilla orchid, sweet clove, white frankincense, velvety brown oudh, cistus, styrax, aged red patchouli, and a hint of black peppercorn.",Lupercalia,2014,To trade or sell,Not a damn chance with all those flowers...
Black Phoenix,Gaspar of India,"Laotian oudh, labdanum, bourbon vanilla, red benzoin, and myrrh.",Yule,The Magi 2017,to trade or sell,Bottle: ehh? 
Black Phoenix,Gluttony,"Dark chocolate, vanilla, buttercream, and hops with pralines, hazelnut, toffee and caramel",Sin & Salvation,Seven Deadly Sins,To trade or sell,0
Black Phoenix,The Governing Dark’s Begun,"Opoponax and myrrh, gum Arabic and frankincense, blackened juniper and bitter agarwood.",Yule,2017,To trade or sell,"Bottle: delicious wood, hope it doesn't turn on me. Wet: this smells a lot like an Indian grocery store somehow. Dry: Still like the incense smell in an Indian grodery that gives me a headache"
Black Phoenix,Grog,This be the scent of pirate rum -- From reviews: butterscotch,Bewitching Brews,na,To trade or sell,0
Black Phoenix,Hellcat,"hazelnut, buttercream, honey mead, rum and sweet almond.",Diabolus,na,To trade or sell,0
Black Phoenix,High-Strung Daises,"Daisy, pink carnation, pink pepper, and sugar.",Mad Tea Party,The Garden of Live Flowers,To trade or sell,0
Black Phoenix,Highwayman,"Vetiver with gardenia, blood red rose, night-blooming jasmine, a dash of cinnamon and a faint hint of leather",Bewitching Brews,na,To trade or sell,0
For Strange Women,Horse,"Opens with warm notes of hay baking in the sun, woven with hints of fresh clover. A dusty coat of dry musk emerges, lending a familiar and comforting scent that equestrians will truly appreciate. The finish is a thick and tenacious accord of leather. Enjoy this literal interpretation of dry animalic musk laced with soft, sweet hints of cedarwood and oats.",na,na,To trade or sell,0
Black Phoenix,Hurricane,"The Dark Side of Air: a high pitched, tangy, clear scent -- light China rain deepened by murky vetivert. -- Reviews: rotting wood",Bewitching Brews,na,To trade or sell,0
Black Phoenix,Hyakki Yagyō,"Demonic black musk, inky myrrh, black coconut, champaca blossom, and smoky clove bud.",Lupercalia,Shungas 2018,To trade or sell,Ok but a little floraly
Black Phoenix,An Incubus Leaving Two Sleeping Women,"Vanilla-infused white honey, magnolia, skin musk, ylang ylang, and beeswax with patchouli, olibanum, kurundu, and a feral brown musk.",Pickman Gallery,Torment & Reverie,To trade or sell,"Given the florals, I'm surprised I don't hate this. It's actually pretty nice; very nice and saved by the warm honey, musk, and beeswax. I'm just not in love."
Black Phoenix,India Bouquet,"Used liberally in love magick to ensure tranquility, calm quarrels, and rekindle faltering flames of attraction, sensuality and romance. Used also to put an end to infidelity, and in this aspect, it can be used not only on your mate, but on your self to keep your own eyes from wandering and hands from straying -- From reviews: anise, coriander, fennel, cumin, curry",Conjure Bag,na,To trade or sell,0
Black Phoenix,Jack,"true Halloween pumpkin, spiced with nutmeg, glowing peach and murky clove",Bewitching Brews,na,To trade or sell,0
Black Phoenix,Jack,"true Halloween pumpkin, spiced with nutmeg, glowing peach and murky clove",Bewitching Brews,na,To trade or sell,0
Black Phoenix,Juliet,"Sweet pea with stargazer lily, calla lily, heliotrope, honeysuckle, white musk and a touch of fresh pear",Illyria,na,To trade or sell,Mondo floral
Black Phoenix,Kabuki,"cherry, red musk, and star anise.",Ars Amatoria,na,To trade or sell,0
Black Phoenix,Kabuki,"cherry, red musk, and star anise.",Ars Amatoria,na,To trade or sell,0
Black Phoenix,Keichu Nyoetsu Warai Dogu,"Golden sandalwood, soft leather, champaca resin, and coconut.",Lupercalia,Shungas 2017,To trade or sell,"This sandalwood goes way too high/loud on me and it's headachey for at least the first 15 minutes. Had to wash it off, so never got past that point."
Black Phoenix,Kinoko,"Mushroom musk, oakmoss, and rooibos leaf.",Lupercalia,Shungas 2018,to trade or sell,"Initial: very perfumy. Then quite green, moss ampy. Quickly becoming sort of spicy-fruity"
Black Phoenix,Kostnice,"Frankincense, rosewood, lily, and geranium rose.",Wanderlust,na,To trade or sell,Too floral
Black Phoenix,Kubla Khan,"Through sunlit caves of ice, roses unfurl amidst dancing waves of serpentine opium smoke and amber tobacco, golden sandalwood, champaca, tea leaf, sugared lily, ginger, rich hay absolute, leather, dark vanilla, mandarin, peru balsam, and Moroccan jasmine.",Bewitching Brews,na,To trade or sell,0
Black Phoenix,Kubla Khan,"Through sunlit caves of ice, roses unfurl amidst dancing waves of serpentine opium smoke and amber tobacco, golden sandalwood, champaca, tea leaf, sugared lily, ginger, rich hay absolute, leather, dark vanilla, mandarin, peru balsam, and Moroccan jasmine.",Bewitching Brews,na,To trade or sell,0
Black Phoenix,The Lion,"A golden, spiced amber, proud, regal and ferocious",Mad Tea Party,na,To trade or sell,0
Black Phoenix,Magdalene,"A bouquet of white roses, labdanum, and wild orchid",Sin & Salvation,na,To trade or sell,0
Black Phoenix,"Murder for Murder, Blood for Blood","Black oudh, patchouli, opoponax, black pepper, and blackened cacao.",Neil Gaiman,American Gods III,To trade or sell,0
Black Phoenix,Ode on Melancholy,"Lavender and wisteria, heart-wrenching pale rose, desolate white sandalwood and thin, tear-streaked white musk",Bewitching Brews,na,To trade or sell,White flower smell
Black Phoenix,Paramatman,"Orange blossom, East Indian sandalwood, and champaca.",Sin & Salvation,na,To trade or sell,0
Black Phoenix,The Pearl in the Volcano,"Rice milk, warm myrrh, red currant, red amber cream, and a trickle of vetiver.",Lupercalia,Shungas 2018,To trade or sell,doubtful
Black Phoenix,Perversion,"Smoky rum and black tobacco with a whisper of steamy leather with a splash of crystalline chardonnay, layered over a sensual, sweet, and deceptively magnetic base of tonka.",Ars Amatoria,na,To trade or sell,0
Black Phoenix,La Petite Mort,"warm, damp skin flushed with the glow of passion, touched by the luxuriant potency of ylang ylang and myrrh -- Reviews: mix of O and Snake Oil!",Ars Amatoria,na,To trade or sell,Floral is too much
Black Phoenix,Plunder,"The scent of a pirate's bumboat, overflowing with stolen wares: tea leaf, cassia, cinnamon bark, clove, allspice, sandalwood, tobacco, peppercorn, and nutmeg.",Bewitching Brews,na,To trade or sell,0
Black Phoenix,Pumpkin III (2008),"Pumpkin with pink grapefruit, lemon verbena, yuzu, lime, parsley, and mint.",Halloween,2008,To trade or sell,0
Black Phoenix,Queen,"From reviews: Sage, black pepper, vanilla, maybe chocolate. Reminds some people of O and Velvet",Conjure Bag,na,To trade or sell,0
Black Phoenix,Road to Versailles at Louveciennes,"Cream vanilla, frankincense, and velvet-brown sandalwood with coriander, petitgrain, thyme, and wintry musk.",Yule,Art of Winter,To trade or sell,"At first: This is like Dorian after light weeding in the garden on a cool morning. Later: some very mildly floral thing comes out that isn't terrible, but this is never going to be a go-to for me"
Black Phoenix,Rocking-Horse-Fly,"Shellacked wood, sap, sawdust, and privet",Mad Tea Party,na,To trade or sell,Wet: something fruity and vaguely floral. Doesn't blow me away initially -- Dry: remains a bit too floral/soft
Black Phoenix,Sacred Whore of Babylon,"Reviews: gardenia, vanilla, cinnamon, myrrh",Excolo,na,To trade or sell,0
Black Phoenix,Samhain 2017,"damp woods, fir needle, and black patchouli with the gentlest touches of warm pumpkin, clove, nutmeg, allspice, sweet red apple and mullein.",Halloween,2017,to trade or sell,"Bottle: sugared and spiced Christmas tree. I fear it will do the conifer amp, but it's really lovely in the bottle. On: yep, it amps. :-("
Black Phoenix,The Scapegoat,"tolu balsam, leather, labdanum, black pepper, and benzoin.",April Fools,The Fool's Journey--Faces of the Fool 2018,to trade or sell,Sort of weirdly like a man's cologne on me
Black Phoenix,Scarecrow,"An agricultural gargoyle. Though he is the Guardian of the Crops and Keeper of the Fields, his visage is still the stuff of nightmares. The scent of a hot wind blowing through desolate, scorched, barren fields. -- Reviews: grass, hay",Bewitching Brews,na,To trade or sell,"In bottle, this smells scary. -- Wet: a marker or some other weird chemical -- Dry: goes away, nothing special on me"
Black Phoenix,Seraglio,"Sweet almond and Mysor sandalwood enveloped by a heady veil of Bulgarian Rose, neroli, nutmeg, clove and orange peel. ",Ars Amatoria,na,To trade or sell,0
Black Phoenix,Seraglio,"Sweet almond and Mysor sandalwood enveloped by a heady veil of Bulgarian Rose, neroli, nutmeg, clove and orange peel. ",Ars Amatoria,na,To trade or sell,0
Black Phoenix,The Setting Sun,"Darkness falling, shadows cast by prophesies unheeded: black oudh and amber.",Idus Martiae,na,To trade or sell,"I thought I liked both of the notes listed for this, but there's something that comes off like a white floral that makes me think I'm going to get a headache soon"
Black Phoenix,Severin,"Dry black teas, Earl Gray, and leather. ",Ars Amatoria,na,To trade or sell,0
Black Phoenix,Shattered,"A blend of white champagne notes, grapefruit, lotus, slivered mint and crystalline aquatic blooms",Bewitching Brews,na,To trade or sell,0
Black Phoenix,Sin,"Thouroughly corrupted: amber, sandalwood, black patchouli and cinnamon.",Sin & Salvation,na,To trade or sell,0
Black Phoenix,Sin,"Thouroughly corrupted: amber, sandalwood, black patchouli and cinnamon.",Sin & Salvation,na,To trade or sell,0
Black Phoenix,Smut 2007,"Three swarthy, smutty musks sweetened with sugar and woozy with dark booze notes.",Lupercalia,2007,To trade or sell,0
Black Phoenix,Snooty Rose,"Red rose, oud, plum, bergamot, and red sandalwood.",Mad Tea Party,Garden of Live Flowers,To trade or sell,0
Black Phoenix,Sybaris (fka Old Sybaris),"Bright violet with sweet clove, Mediterranean incense notes and tonka bean.",Wanderlust,na,To trade or sell,0
Black Phoenix,Thanatopsis,"A deep, solomn earthen scent containing pine, juniper and musk.",Ars Moriendi,na,To trade or sell,0
Black Phoenix,Three and Twenty,"Smoky vetiver, myrrh, and labdanum with bleak agarwood and tobacco.",Idus Martiae,2017,To trade or sell,"This isn't terrible, but I'm not in love. The tobacco comes out a little, which I'm learning I'm not so fond of. There's a spicy smell. It's very warm. I'm just not ever going to crave wearing this. "
Black Phoenix,Three Witches,"Warm cinnamon, husky clove and white pepper.",Illyria,na,To trade or sell,0
Black Phoenix,Troll,"A lurching, hateful, bitter scent. A gruesome blend of ghastly greens and blacks: vetiver, pine pitch, troll musk, black basil, clove smoke, and scorched cumin.",Diabolus,na,To trade or sell,"wet: smells like perfect smoky Christmas tree; then that big sweet, fruity, possibly headache-inducing note comes out. Is this what BPAL's pine pitch does on me? A lot of the tree-oriented ones end up like this and I can't handle them. Shame, because it starts off SO beautiful, and on a deep inhale, what's underneath it is delicious. -- Can't deal with that amped up thing that happens, and really sad about it. If it stayed like the initial wet smell, it'd be a holy grail scent. "
Black Phoenix,Undertow,"The Dark Side of Water: clean and purifying, yet menacing -- lotus and juniper with a hint of mint. A scent dragged up from the depths to the Stygian shore",Bewitching Brews,na,To trade or sell,0
Black Phoenix,Venus Genetrix,Black amber and jasmine tea with 7-year aged vanilla bourbon absolute.,Lupercalia,Ode to Venus 2015,To trade or sell,"The jasmine of the ""jasmine tea"" hits pretty hard when wet. It dries down to something inoffensive but not swoon-worthy."
Black Phoenix,Vice,"Voluptuous and indulgent! A deep chocolate scent, with black cherry and orange blossom.",Sin & Salvation,na,To trade or sell,"I didn't get any chocolate from this. At least, not enough to love it!"
Black Phoenix,Vivid Enjoyment of the Memory of Rupture,"Rice milk, white ginger, oakmoss, ti leaf, and cardamom pod.",Lupercalia,Shungas 2018,To trade or sell,"This was ok, not terrible. I left it on all day. Faded pretty fast. Seemed like a very strong tobacco smell at first"
Black Phoenix,Voyeurs Among the Cherry Blossoms,"Soft moss, vanilla musk, and cherry blossom.",Lupercalia,Shungas 2009,To trade or sell,0
Black Phoenix,Wander Darkling in the Eternal Space,"the velvet darkness of sweet myrrh and vetiver-laced patchouli, Madagascar vanilla, smoked ambrette seed, and blackened rose petals.",A Little Lunacy,2018-02,To trade or sell,"Nice but not ""need to keep"" nice. A bit incensey/perfumey for me. "
Black Phoenix,Water of Notre Dame,"Brings peace to the spirit, a sense of calm and fulfillment, and attracts the aid of beneficial spirits. -- From reviews: green, violet, aquatic, melon",Conjure Bag,na,To trade or sell,0
Black Phoenix,Western Diamondback,"Snake Oil with leather, tonka bean, red sandalwood, and sage.",Carnaval Diabolique,Act 3: Fiat Nox: The Snakepit,To trade or sell,0
